#symbol	mEpi_Sorted_d0	mEpi_d1	mEpi_d2	mEpi_d3	mEpi_d4	mEpi_d5	mEpi_d6	mEpi_d7	mEpi_d8	mEpi_d10	mEpi_d12	mEpi_d14	mEpi_d16	mEpi_d18	mEpi_d20	mEpi_d21
Tmub1	12.65	10.14	22.29	13.56	11.2	13.05	22.76	12.29	15.12	26.69	27.14	27.25	33.55	35.51	29.3	28.8
Tmub2	5.65	7.4	6	6.37	11	15.86	23.98	26.68	43.64	24.76	13.14	30.55	24.5	24.28	32.05	33.52
Tmx1	98.57	126.51	157.01	188.22	190.77	175.02	242.23	231.47	348.78	271.97	297.04	238.9	251.78	215.25	218.72	180.89
Tmx2	55.94	43.06	61.58	85.23	85.38	84.56	135.39	139.99	170.58	157.82	183.44	170.21	184.5	209.7	222.79	194.05
Tmx3	93.11	136.44	136.3	133.3	121.03	116.9	94.71	75.48	80.06	104.19	120.06	119.43	115.11	109.57	100.11	98.17
Tmx4	34.44	30.84	44.12	47.84	55.69	66.7	92.81	114.71	181.44	327.72	330.58	324.06	332.21	312.7	328.44	271.95
Tnc	25.85	21.39	35.62	9.41	12.17	17.03	0.53	0.8	0.93	14.64	22.39	34.68	22.99	17.23	13.94	13.97
Tnf	0	2.46	0	0	1.91	0	0	0	0	0	0	0	0	0	0	0
Tnfaip1	42.1	42.63	90.92	65.75	74.37	62.4	49.71	46.07	36.89	44.24	48.06	57.33	49.96	55.53	43.59	62.57
Tnfaip2	6.6	5.16	8.68	9.87	2.25	3.2	0.76	0	0	0	0.91	0	1.53	0	6.72	3.75
Tnfaip3	1.15	2.26	8.04	7.82	5.31	5.73	3.74	2.58	2.55	0.58	7.21	4.54	4.4	4.07	3.81	9.03
Tnfaip6	8.27	19.43	25.43	15.2	16.33	18.36	26.68	20.37	28.69	10.36	13.19	8.53	9.35	5.29	5.43	4.83
Tnfaip8	23.77	47.51	76.53	63.22	51.95	47.61	17.77	14.21	25.01	16.85	25.75	47.16	30.1	24.11	36.9	31.5
Tnfaip8l1	3.16	1.13	2.63	1.88	2.33	3.22	0	1.61	15.87	2.65	1.89	4.85	3.39	1.49	5.12	1.3
Tnfaip8l2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip8l3	0	0	1.21	1.01	0	0.86	0	1.29	2.5	2.27	4.04	7.13	4.53	2.39	4.48	0.46
Tnfrsf10b	43.46	57.68	46.84	40.31	34.49	26.73	23.36	24.78	14.72	12.72	18.45	25.26	10.69	9.06	6.61	9.05
Tnfrsf11a	36.27	9.43	7.39	13.18	1.45	10.98	11.9	14.62	5.38	5.87	12.94	24.2	7.13	8.3	8.24	8.22
Tnfrsf11b	0.59	1.9	0.95	0.79	0	0.34	1.78	0	1.97	0.45	0.53	3.06	2.51	1.26	2.35	3.28
Tnfrsf12a	13.22	27.6	16.01	3.99	4.88	17.18	0	0	0	0	0	15.4	4.79	0	5.26	2.44
Tnfrsf13b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf13c	0.44	1.89	0	3.54	0	0	0	0.61	0	0.43	0	0	0	0.19	0	0
Tnfrsf14	3.81	0	0	0	0	0	0	3.27	0	0	0	0	0	0	0	0
Tnfrsf17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf18	0	0	0	2.85	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf19	25.56	52.38	34.95	15.56	25.57	25.39	4.03	3.89	6.3	9.58	14.02	34.14	26.64	26.23	30.87	48.45
Tnfrsf1a	27.56	34.88	19.49	19.78	30.51	20.92	14.56	11.09	3.09	5.27	6.94	32.12	41.67	40.32	67.34	75.98
Tnfrsf1b	9.82	11.52	4.21	3.93	0.24	0.5	0	0.33	0	0.66	2.51	2.41	1.52	3.01	3.77	2.48
Tnfrsf21	25.05	56.9	99.64	119.84	44.51	40.58	26.54	34.67	25.64	54.74	87.13	92.77	94.49	103.69	107.1	124.17
Tnfrsf22	6.39	19.85	12.96	9.27	3.63	5.43	7.1	3.33	0	7.68	1.3	4.68	2.41	1.16	1.45	2.69
Tnfrsf23	1.33	0	1.63	0	0.63	1.96	0	0	0	0	3.06	5.44	2.41	0	1.51	0
Tnfrsf25	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf26	0.36	2.11	0.31	0.29	0	1.37	6.36	1.04	0	1.26	0	0	0	0.59	1.12	0
Tnfrsf4	0	1.76	2.64	0	1.82	1.89	0	0	1.09	0	0	0	0	0	0	0
Tnfrsf8	0.98	1.57	0	0	0	0	0	0	0	0.74	2.62	1.26	1.77	3.88	10.02	5.41
Tnfrsf9	0.81	0	0	0.56	0.93	1.04	0	0.48	0	0	0	0	1.01	0.44	1.06	0.52
Tnfsf10	10.24	0.95	2.85	4.76	3.66	3.45	2.97	7.34	0	3.36	2.66	5.92	0.15	0.56	0.36	1.17
Tnfsf11	0.37	4.8	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf12	4.11	3.62	5.64	0	1.95	4.71	0.88	3.35	0	2.37	4.27	5.78	25.73	7.66	9.11	30.55
Tnfsf13	0	0	0	3.21	0	0	0.9	0	0	0	0	2.19	0	3.16	20.93	19.72
Tnfsf13b	0	0	0	0	0	0	1.37	0	0	0	0	0	0	0.97	0	0
Tnfsf14	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf15	0.8	0.65	0	2.89	0	0.58	0.32	1.25	0	0	1.48	1.77	0	0.08	0	1.23
Tnfsf18	0	0	0	0	0.45	0.46	0	0	0	0	0	0.7	1.47	0	0	5.99
Tnfsf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68
Tnfsf8	0	0	0	0	0	0	0	0	0	0	0	1.13	0	0	0	0.27
Tnfsf9	8.24	0.73	0.73	1.84	0.76	0.79	3.09	0.78	3.65	2.07	0	8.28	4.14	2.91	0	2.53
Tnik	1.08	1.83	1.22	2.55	9.96	16.78	21.14	48.71	33.52	67.16	57.74	68.02	48.43	63.45	65.08	55.28
Tnip1	18.26	24.01	11.09	11.85	13.37	11.68	11.85	9.09	10.56	8.1	6.22	9.14	13.85	20.6	18.33	29.08
Tnip2	8.52	4.06	6.76	5.09	4.67	3.87	1.26	4.34	0	4.45	1.51	2.18	6.61	4.02	14.52	10.9
Tnip3	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnk1	1.2	0.64	0	0	0	0	0	0	0	0	0	1.04	0	0	0	0
Tnk2	27.44	18.14	19.01	9.7	17.52	18.01	20.88	17.42	10	20.08	29.68	19.03	23.74	21.47	18.68	31.35
Tnks	132.91	48.4	55.52	57.39	68.5	79.53	105.37	115.83	88.03	143.84	143.43	97.56	89.55	82.25	76.48	85.69
Tnks1bp1	31.24	32.33	39.09	26.76	30.26	31.51	30.8	30.08	13.45	16.35	23.28	25.18	24.24	24.52	26.24	41.3
Tnks2	418.02	405.26	428.17	503.54	377.41	359.67	391.4	436.45	415.99	322.54	319.35	285.25	257.07	258.23	233.86	230.67
Tnmd	0	0	0	0	0	3.57	0	0	0	0.94	0	6.44	1.5	0.66	0	6.9
Tnn	0	1.22	1.07	0.19	0	0	0	0	0	0	0	0.74	0	0	0	0
Tnnc1	4.75	2.54	3.81	0	2.63	2.72	0	0	0	0	4.25	0	5.73	6.29	6.29	0
Tnnc2	2.45	3.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnni1	0	1.22	3.66	0	0	1.31	0	0	0	0	0	0	1.38	3.63	6.05	0
Tnni2	2.34	0	0	0	0	0	0	0	0	0	0	0	1.41	0	0	0
Tnni3	12.12	0	0	5	0	0	0	4.26	0	1.41	0	0	0	1.98	2.47	0
Tnni3k	0	0	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0
Tnnt1	27.29	16.45	3.42	0	0	4.41	0	0	0	4.35	0	1.66	4.64	6.11	4.24	5.38
Tnnt2	0	0	0	0	0	1.83	0	0	0	0	0	0	0	0.84	0	0
Tnnt3	3.37	3.45	1.9	0	0	3.06	0	0	0	0	0	12.26	11.79	17.9	8.24	15.32
Tnp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnpo1	357.44	426.29	427.06	428.85	302.61	277.81	307.64	248.6	173.88	205.18	159.45	132.54	94.38	102.92	78.15	92.62
Tnpo2	33.55	29.24	51.43	35.16	37.72	44.08	59.48	85.58	37.93	75.25	80.62	74.58	66.17	60.27	56.38	49.39
Tnpo3	85.97	96.86	105.92	121.74	97.74	85.21	95.77	93.51	81.8	74.58	54.88	62.25	62.68	59.48	57.2	35.97
Tnr	0.56	0.2	0.4	0.5	0	0.43	1.41	4.09	2.25	9.08	32.64	32.42	28.58	54.02	71.49	44.75
Tnrc18	31.33	23.92	28.9	22.44	26.68	37	40.57	49.74	31.49	48.05	40.24	23.77	32.46	32.21	33.16	41.54
Tnrc6a	91.71	61.83	66.79	43.75	80.91	78.42	71.14	79.67	46.99	48.45	58.89	41.72	41.36	42.78	40.87	44.14
Tnrc6b	42.03	26.23	22.5	17.65	44.34	52.61	56.74	54.89	29.71	58.94	49.38	38.32	34.37	38	29.56	38.86
Tnrc6c	35.01	33.37	42.18	26.53	30.22	43.74	55.36	77.21	40.44	66.98	61.26	45.26	41.07	43.86	32.63	41.22
Tns1	3.91	4.81	6.4	2.34	5.44	8.02	9.99	4.09	1.99	6.9	5.66	7.89	8.73	11.65	12.79	21.01
Tns3	30.26	26.14	15.06	13.98	17.32	21	3.5	6.09	2.42	13.4	34.99	36.92	39.48	43.87	44.07	67.83
Tns4	1.51	0.2	1.64	1.65	0.3	0.77	1.38	0.23	0	0.25	1.11	1.02	0	0	0.45	0
Tnxb	0	0	0	0	0.29	0.1	0.27	0	0	0	0.16	1.52	1.17	2.44	3.75	3.59
Tob1	23.76	19.55	48.04	33.33	33.13	40.24	48.25	34.71	31.08	67.79	52.99	80.68	51.58	66.25	55.67	71.55
Tob2	10.84	14.05	18.04	17.05	11.08	21.52	13.76	12.39	18	16.38	15.29	15.09	19.86	12.37	7.52	16.42
Toe1	13.22	21	9.84	15.04	23.5	13.78	12.62	22.44	18.09	15.1	20.78	15.88	7.73	11.89	7.96	5.92
Tollip	40.49	47.98	57.32	71.05	82.03	70.6	96.3	90.98	69.91	113.38	114.84	126.87	106.34	123.51	97.54	118.55
Tom1	14.27	14.09	20.72	17.66	17.01	10.91	7.13	11.29	10.21	24.82	14.4	27.75	20.74	29.47	24.23	35.13
Tom1l1	24	33.8	37.18	44.52	30.55	21.1	11.4	14.63	9.57	16.89	25.04	44.82	51.14	40.7	40.79	52.19
Tom1l2	4.08	3.6	3.06	4.68	14.99	8.88	19.96	19.07	24.14	36.78	33.33	39.57	31.06	41.59	37.51	45.64
Tomm20	126.94	140.92	125.29	213.57	123.33	109.79	123.58	127.36	180.37	193.89	217.49	171.65	176.28	172.53	186.42	147.83
Tomm20l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tomm22	251.51	307.68	337.21	363.65	290.22	282.74	244.07	279.95	325.37	330.86	233.75	320.19	220.05	269.15	236.17	154.79
Tomm34	34.87	47.41	31.83	52.12	32.17	26.25	27.25	18.69	5.31	26.29	25.99	20.67	36.37	30.42	31.75	35.78
Tomm40	111.25	146.05	109.9	98.82	69.61	75.78	65.54	56.42	51.04	32.94	66.73	42.26	50.77	33.32	62.64	79.38
Tomm40l	8	13.45	11.59	12.26	21.19	16.71	16.71	14.04	15.56	12.49	15.33	24.62	20.67	20.29	32.91	22.51
Tomm5	91.52	86.37	115.8	64.96	116.19	43.21	64.59	75.37	155.54	42.61	48.14	51.04	89.26	69.43	90.89	26.51
Tomm6	70.78	139	90.26	102.55	117.52	82.47	71.91	62.63	47.01	72.29	57.17	88.55	114.27	116.14	99.77	116.63
Tomm7	66.91	57.09	88.35	68.54	71.56	75.86	38.33	67.88	71.9	41.94	28.24	66.09	63.46	105.96	97.55	99.94
Tomm70a	283.76	332.59	331.91	414.43	235.02	215.15	299.26	268.13	319.25	399.2	397.5	324.18	260.3	320.1	223.34	214.67
Tomt	0	0	0	0.4	1.65	0.34	0	0.68	5.85	0	0	0	0	0	0	0
Tonsl	18.87	11.53	13.23	5.01	10.01	8.56	6.49	6.29	4.44	5.33	10.2	7.45	3.79	7.08	7.29	4.84
Top1	301.96	384.87	309.46	291.61	362.92	355.41	390.33	375.49	229.25	252.04	210.55	191.74	151.33	165.72	135.57	152.87
Top1mt	3.52	8.01	20.24	12.99	20.48	14.65	15.19	5.54	4.1	5.31	32.3	13.67	13.81	15.4	22.75	14.1
Top2a	659.53	501.31	480.16	591.47	628.12	546.23	627.69	454.71	199.5	80.2	79.5	110.63	84.12	72.34	45.76	65.28
Top2b	216.47	186.43	248.38	231.94	387.53	407.35	560.3	652.78	522.23	517.87	452.57	321.74	225.97	214.46	179.1	192.33
Top3a	22.49	19.53	20.22	8.66	15.28	14.55	16.7	12.47	7.99	6.71	2.79	4.61	3.22	4.01	3.83	1.92
Top3b	25.79	21.19	22.91	19.29	20.43	29.88	17.91	20.61	28.49	17.19	21.85	14.37	13.09	15.25	15.1	15.37
Topaz1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24	2.44	2.88
Topbp1	164.61	185.25	181.99	172.94	154.92	117.45	152.66	96.53	69.72	41.96	43.52	43.04	39.32	27.47	24.22	17.23
Topors	71.06	98.87	79.62	70.37	78.66	57.46	66.73	48.14	37.87	38.43	24.72	35	29.95	29.53	29.74	39.61
Tor1a	30.65	24.43	14.77	25.79	38.59	49.62	65.81	52.9	106.2	54.37	46.23	37.3	31.89	38.22	46.96	39.21
Tor1aip1	24.47	35.35	32.95	40.52	58.71	67.18	39.92	32.43	21.3	32.11	26.47	41.44	33.65	28.66	58.55	53.14
Tor1aip2	170.89	189.16	206.19	187.47	151.74	139.66	146.17	137.48	100.21	149.74	134.65	150.5	146.67	142.51	94.79	127.64
Tor1b	20.86	19.38	25.52	15.09	19.75	24.55	9.47	16.32	12.03	19.04	16.69	32.65	16.22	13.96	23.63	36.49
Tor2a	18.06	18.74	18.13	35.96	18.18	28.87	16.42	10.01	21.09	22.28	21.54	22.65	22.44	22.62	7.97	26.28
Tor3a	24.62	33.93	12.75	12.93	15.45	9.31	1.9	1.45	5.06	1.91	2.27	9.19	13.77	7.26	13.44	12.81
Tor4a	4.87	2.19	4.38	2.06	0	0.29	0.38	0	0	0.39	0	0	0.31	0.54	8.14	1.58
Tox	3.99	1.12	4.72	7.89	10.94	20.25	20.18	31.24	31	50.71	33.47	41.67	23.32	16.26	15.59	13.97
Tox2	4.51	8.58	3.75	5.38	33.29	22.99	22.56	24.07	22.64	21.16	26	22.47	14.51	17	26.55	8.02
Tox3	11.92	23.65	30.26	37.3	55.57	51.27	53.27	70.98	36.3	35.58	27.55	19.7	12.28	15	6.91	11.62
Tox4	39.22	24.19	32.77	30.59	37.46	35.98	58.75	47.11	42.64	36.45	40.58	31.59	27.05	33.82	32.38	30.9
Tpbg	32.75	33.72	49.66	26.54	30.49	18.79	10.69	14.1	13.57	31.51	29.74	20.06	22.2	12.84	13.42	15.76
Tpbpa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpbpb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpcn1	21.14	15.71	10.72	4.32	5.75	11.3	5.37	5.94	5.71	12.15	7.05	21.92	16.85	20.31	17.08	28.44
Tpcn2	1.72	2.15	4.6	0	1.59	5.35	0.43	1.64	1.14	2.6	4.62	1.98	1.73	3.34	1.9	1.41
Tpd52	65.4	40.09	33.06	57.02	26.14	25.27	22.13	43.88	52.21	41.74	95.71	63.3	103.72	64.5	89.57	81.74
Tpd52l1	21.97	0.71	4.27	3.57	1.47	1.53	3	2.28	0	4.02	17.86	20.66	26.5	26.11	14.99	24.59
Tpd52l2	54.81	56.64	61.22	50.85	51.2	50.12	49.6	37.27	42.39	23.43	28.54	37.87	23.98	33.82	37.05	26.19
Tpgs1	23.82	33.7	18.88	27.82	49.34	44.06	49.56	28.11	38.79	93.85	75.6	59.61	75.07	71.67	79.37	78.51
Tpgs2	17.59	12.92	18.34	28.77	24.14	28.82	41.21	34.93	50.64	58.31	62.88	59.94	55.95	56.18	46.97	47.27
Tph1	22.53	0	0	0	0	1.64	0	0	0	1.44	0	0	0	0	0	0
Tph2	0	0	0	0.43	0	0	0	1.09	15.63	14.39	55.76	86.08	107.02	76.18	163.43	121.38
Tpi1	236.33	209.71	244.09	422	283.58	212.84	255.63	106.97	221.57	212.05	371.27	341.58	466.59	433.3	531.02	446.64
Tpk1	8.76	5.35	2.34	4.61	3.81	5.38	1.88	4.65	8.31	7.07	7.27	10.78	6.41	9.61	8.28	22.32
Tpm1	1895.93	3047.15	2105.65	674.5	1512.93	1275.72	106.12	88.44	181.33	391.39	327.65	453.23	497.87	494.27	581.9	729.3
Tpm2	309.46	335.64	254.88	92.14	156.76	193.76	9.8	22.41	5.79	20.8	9.09	63.53	87.82	74.84	86.57	142.31
Tpm3	1245.6	1160	1001.78	797.94	790.13	755.97	535.92	520.66	679.31	463.01	398.97	428.15	501.11	517.42	469.46	551.07
Tpm4	429.57	530.98	581.27	362.86	495.52	408.27	271.38	178.5	242.47	144.12	92.88	164.77	153.23	123.02	169.81	192.72
Tpmt	9.4	8.24	15.06	32.35	46.8	49.91	24.66	29.54	53.05	22.96	18.21	22.95	21.72	18.26	28	11.57
Tpo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpp1	26.95	39.54	35.93	37.74	30.89	25.16	27.54	24.26	17.74	21.22	37.97	44.37	38.54	38.18	51.48	61.36
Tpp2	108.39	128.82	119.65	119.59	86.34	85.17	100.73	77.99	45.32	70.65	76.91	53.6	58.71	49.9	44.23	43.96
Tppp	0.65	0.17	3.49	3.14	2.35	7.12	10.05	12.32	10.85	24.88	44.71	27.04	36.84	47.09	54.08	60.12
Tppp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tppp3	21.76	11.24	34.47	40.24	54.82	83.46	115.91	97.77	103.67	110.87	127.5	183.67	278.72	330.81	476.94	483.99
Tpr	446.7	331.7	319.28	212.62	270.53	259.47	216.88	194.54	107.78	153.66	158.91	145.25	123.86	148.32	135.55	156.55
Tpra1	16.99	2.95	11.77	20.93	16.77	9.47	17.21	12.07	12.2	24.22	11.49	22.95	12.18	10.7	10.94	14.13
Tprg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0
Tprgl	24.34	22.91	33.29	25.46	28.02	37.96	21.17	37.84	39.45	64.59	63.57	57.91	74.57	86.16	113.47	94.69
Tprkb	21.32	22.22	40.45	55.87	26.25	23.36	33.76	35.34	39.65	26.93	29.92	51.45	45.64	55.63	67.09	67.07
Tprn	1.2	3.52	5.12	6.43	6.96	6.18	3.07	11.64	7.56	9.03	8.57	7.75	8.31	5.71	3.97	6.27
Tpsab1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpsb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpsg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89	0
Tpst1	62.42	53.31	47.58	63.82	42.05	44.03	49.01	30.8	21.71	23.7	40.92	41.03	52.71	38.1	38.79	51.29
Tpst2	26.96	17.6	16.6	11.64	18.21	18.34	4.8	17.76	6.68	8.96	10.63	3.94	13.23	16.95	24.21	14.06
Tpt1	1789.81	2233.61	1942.39	2247.51	1994.72	1850.91	1739.97	1758.18	2394.88	1360.36	1258.01	1516.41	1616.19	1389.62	1495.12	1605.14
Tpte	0	0	0	0	0	0	0	0.75	0	0	0	1.13	0	0	0	0
Tpx2	135.32	151.47	174.28	188.26	173.73	149.06	130.77	104.82	40.66	37.46	26.42	29.89	21.23	20.2	14.05	16.25
Tra2a	235.82	308.3	260.29	289.72	276.27	278.83	262.85	315.69	298.64	222.04	134.58	128.91	157.13	121.55	64.4	103.35
Tra2b	310.1	355.78	309.6	331.03	373.89	372.72	382.78	352.2	383.64	203.85	171.74	168.04	140.31	136.54	94.06	115.48
Trabd	29.47	32.99	38.45	25.73	37.94	45.98	38.04	30.95	22.31	23.77	31.88	19.5	25.21	23.97	19.97	30.8
Trabd2b	2.76	3.36	8.58	5.22	3.34	4.46	3.39	2.58	3.84	6.44	1.35	4.13	5	1.06	2.49	2.78
Tradd	5.97	11.17	7.44	0	1.65	7.41	2.23	8.52	13.21	8.99	0.89	7.71	3	14.22	3.29	6.73
Traf1	0	0	0	0	0	0	0	0	0	1.08	0	0	2.17	0.76	0.95	6.2
Traf2	9.87	7.91	7.03	5.88	7.58	11	9.04	14.72	0	9.09	8.33	8.5	12.56	9.58	11.25	9.11
Traf3	20.82	19	25.61	16.56	31.12	35.88	27.28	27.7	27.5	39.02	41.36	32.44	34.19	39.02	35.2	33.3
Traf3ip1	21.69	24.73	19.87	10.55	26.65	15.85	27.89	22.89	20.9	14.02	8.95	10.27	11.79	18.17	10.42	19.07
Traf3ip2	1.16	0.62	1.24	0	0	2	0	0.33	0	0.44	0	1	0.35	0.93	0.39	1.79
Traf3ip3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Traf4	87.85	124.12	95.58	59.43	135.59	166.34	148.06	259.76	122.05	96.6	92.25	70.85	66.57	70.46	60.83	60.51
Traf6	18.32	19.16	20.29	27.99	24.6	20.54	28.48	27.4	15.75	17.26	10.84	14.38	11.21	11.56	5.71	12.43
Traf7	62.16	62.2	68.76	61.77	61.91	51.39	35.05	36.83	49.98	54.04	53.15	40.23	33.91	34.04	32.62	27.67
Trafd1	15.02	16.78	19.98	20.59	32.89	56.28	61.91	55.33	81.61	69.97	48.97	39.13	49.52	43.87	38.02	36.16
Traip	13.01	16.23	11.58	15.36	8.91	11.72	14.4	10.26	14.4	4.2	6.09	4.8	2.24	0.33	1.23	4.19
Trak1	34.44	25.9	29.84	16.82	45.27	53.43	55.2	58.66	48.42	82.59	88.7	68.72	71.49	87.83	83.73	76.74
Trak2	25.51	26.28	16.64	9.18	27.19	25.56	24.36	41.58	21.4	32.39	36.02	28.7	26.23	25.75	17.24	33.55
Tram1	87.62	120.86	146.97	143.44	69.41	59.98	68.91	44.26	62.96	65.36	49.11	92.16	81.9	63.7	66.2	69.37
Tram1l1	0.38	4.43	3.22	2.02	17.91	24.59	21.44	46.44	71.47	74.87	80.08	57.07	64.42	56.61	42.84	31.49
Tram2	12.41	17.37	22.28	20.24	13.73	14.67	3.84	6.87	14.78	10.03	7.95	7.28	3.55	4.61	3.73	5.2
Trank1	0	0.42	2.36	3.59	0.79	1.63	0.59	3.7	2.41	11.18	17.63	14.41	9.61	15.96	11.9	10.1
Trap1	74.8	61.69	60.08	73.46	61.05	62.83	53.52	50.27	32.08	30.44	45.78	50.95	44.78	48.9	52.51	51.91
Trap1a	157.07	141.15	3.83	2.88	0	0	1.08	0	0.95	0	0	0	0	0	0	0
Trappc1	91.08	129.07	177.59	189.27	209.04	245.43	245.87	184.78	266.18	115	158.83	156.99	142.79	124.27	123.62	88.29
Trappc10	30.48	20.26	15.49	20.54	32.82	41.37	48.18	51.78	42.46	70.54	77.79	63.89	60.4	70.88	70.03	97.94
Trappc11	32.09	24.86	40.85	41.99	49.98	44.5	52.15	44.36	27.82	55.61	49.48	42.06	41.94	48.66	44.07	43.75
Trappc12	14.61	18.12	19.51	20.85	19.04	18.96	20.32	16.93	22.63	20.78	10.42	30.1	34.76	26.65	23.21	26.55
Trappc13	72.55	68.32	86.47	94.41	97.88	69.84	123.83	83.17	92.97	80.18	68.58	87.65	61.03	69.61	67.31	63.06
Trappc2	13.02	17.72	23.37	19.55	16.71	23.29	35.15	47.61	75.01	65.61	75.08	71.36	72.55	64.02	75.82	74.32
Trappc2l	41.17	41	25.79	28.55	47.14	55.35	63.87	58.42	132.01	74.91	48.25	102.78	78.75	103.81	88.35	96.11
Trappc3	22.71	18.22	31.68	21.14	42.6	40.66	41.63	31.01	113.13	47.56	41.75	65.24	41.08	72.87	68.5	52.03
Trappc3l	0	0	0.76	0	0	0.82	0	0	0	0	0	0	0	0	0	0
Trappc4	44.21	65.89	74.34	94.26	54.55	49.86	108.69	96.92	103.02	67.75	98.52	91.2	80.41	79.11	82.53	36.58
Trappc5	50.55	41.77	46.99	43.12	39.23	46.67	69.89	56.27	35.31	86.56	80.42	58.83	65.3	80.42	58.23	51.33
Trappc6a	8.7	5.82	12.78	11.67	3.61	1.25	8.16	0	11.56	8.2	7.78	13.12	9.18	13.83	21.6	18.74
Trappc6b	59.89	32.39	33.07	27.07	50.65	51.7	67.61	65.38	77.77	89.28	74.62	110.19	94.94	93.42	103.36	116.79
Trappc8	30.59	41.3	35.17	31.89	37.96	33.66	35.64	33.09	24.96	39.46	27.29	28.79	24.21	26.19	24.67	32.4
Trappc9	24.28	18.4	15.1	12.16	22.73	27.16	30.96	35.75	26.57	40.57	38.37	38.2	36.99	35.63	37.79	51.04
Trat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trav13d-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trav13n-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trcg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trdmt1	3.54	4	2.82	2.07	1.71	2.78	0.66	4.03	0.29	4.66	3.54	7.21	3.19	5.83	1.17	7.32
Trdn	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0	0
Treh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trem1	0	0	0	0	0	0	0	0	0	0.22	0.5	0	0	0	0	1.37
Trem2	0	0	0	0	0	0	2.41	0	0	0	0	0	0	0	0	0
Trem3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treml2	1.8	0	0.35	0.54	0	0	0.69	0.58	0.74	0	1.02	2.05	0	0.17	0	0
Treml4	0	0	0	0	0	0	0	1.1	0	0	0.86	0	0	0.51	0	0
Trerf1	13.73	21.15	8.8	7.86	15	17.22	17.3	14.65	3.41	18.5	22.27	7.9	11.26	8.34	6.3	5.63
Trex1	2.41	1.72	7.73	4.31	3.56	12.53	2.41	13.78	0	3.63	8.62	9.7	5.81	5.96	5.25	1.98
Trex2	0	0	0	0	0	0.96	0	0	0	0	0	0	0	0	0	0
Trf	0.32	0.35	0.69	0	1.8	0.37	0.97	0	0	0	2.32	1.68	1.18	2.07	11.19	16
Trh	1413.74	85.92	6.5	2.45	0	0	0	0.7	0	0	0	3.15	2.94	0.64	0	8.24
Trhde	0	0	0	0	0	1.33	0.87	1.5	3.48	7.68	11.71	10.53	7.89	9.71	5.39	7.16
Trhr	0	0	0	0	0	0.24	0	0.48	0	1.89	4.12	1.81	5.56	4	3.05	1.03
Trhr2	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67	0	0
Triap1	21	22.46	35.74	38.59	46.5	27.41	40.83	28.45	45.47	24.63	38.96	44.25	55.35	40.39	37.08	31.6
Trib1	37.45	60.32	51.55	29.83	39.99	45.47	52.2	42.55	25.17	25.24	25.22	14.81	14.88	10.27	18.38	23.05
Trib2	26.97	38.39	45.97	35.62	71.06	107.78	138.88	204.89	160.68	277.13	243.3	179.43	157.35	143.53	114.05	125.57
Trib3	4.13	5.31	10.16	11.64	1.37	1.9	4.34	1.42	0	1.25	6.66	2.85	8.97	3.51	7.66	3.56
Tril	3.88	3.16	1.99	0.83	11.51	9.79	8.15	4.38	3.92	23.88	29.16	50.31	51.5	63.56	38.03	51.24
Trim10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
